Plot,Plot_Size,Stem_Inference_Area_for_Saplings,Stem_Inference_Area_for_Trees,MinimumTreeSize,TreeData,PlotTotalDensity,PlotTotalBA,Tree data complete,Physiognomy,Tree Cover,Tree Height,Tree Leaf Type,Tree Phenology,Shrub Cover,Shrub Height,Shrub Leaf Type,Shrub Phenology,Herb Cover,Herb Height,Herb Life Form,Herb Growth Habit,Bryophyte Cover,Bryophyte Life Form,Elevation,Aspect,Slope,CEC,pH,OM,N,S,P,Ca,Mg,CaMgRatio,K,Na,B,Fe,Mn,Cu,Zn,Al,Base Saturation,FertilityIndex,Latitude,Longitude,UTMN,UTME,UTM Zone,Location Method,Estimated Accuracy
GWNF903,400,400,400,,Yes,1025,12.6092729,TRUE,Woodland,,,,,50,,Needle - leaved,Mixed Evergreen,1,<0.5,Graminoid,Perennial Herb,,Lichen,447,202,41,19.75,4.300000191,4.869999886,99,29,11,274,72,3.805555582,80,14,0.600000024,192,29,1.049999952,2.799999952,1102,11.34000015,2.239650011,375315.1008,794104.9992,4194151,615657,17,,
GWNF906,400,400,400,,Yes,2100,13.6995432,TRUE,Woodland,50,,Needle - leaved,Evergreen,45,,Broad - leaved,Deciduous,1,<0.5,Graminoid,Perennial Herb,,Lichen,606,177,33,20.93000031,3.799999952,6.099999905,105,28,14,267,65,4.107692242,107,12,0.689999998,334,25,1.139999986,2.50999999,1080,10.52000046,2.201836109,375849.0008,795919.6008,4204109,588807,17,,
GWNF907,400,400,400,,Yes,1175,26.88541608,TRUE,Woodland,30,,Needle - leaved,Mixed Evergreen,5,,Broad - leaved,Deciduous,5,<0.5,Mixed,Perennial Herb,,,591,140,29,16.60000038,4.300000191,5.389999866,102,24,12,362,76,4.763157845,105,8,0.670000017,403,52,0.99000001,2.089999914,843,16.53000069,2.743979931,375857.7992,795918.8988,4204380,588822,17,,
GWNF911,100,100,100,,Yes,1300,11.56710895,TRUE,Herbaceous with sparse tree layer,20,,Needle - leaved,Mixed Evergreen,2,,Broad - leaved,Mixed Evergreen,60,<0.5,Mixed,Perennial Herb,,,644,10,20,19.92000008,4.5,15.43000031,128,68,87,931,127,7.330708504,120,11,0.850000024,258,309,1.419999957,4.690000057,1015,30.44000053,6.063648224,375709.6984,794350.3004,4201326,611520,17,,
HALI001,1000,1000,1000,,Yes,1260,29.57062528,TRUE,Forest,75,35,Broad - leaved,Deciduous,65,5,Broad - leaved,Deciduous,70,0.5,Forb,Perennial Herb,2,Mixed,140,33,30,18.92000008,5.900000095,9.479999542,122,46,33,2871,451,6.365853786,94,25,0.970000029,126,126,2.650000095,7.789999962,331,97.58000183,18.46213531,370323.004,790455.056,4102849,670543,17,topo map,Confident computed pos. 25-100m from true pos.
HALI002,1000,1000,1000,,Yes,2820,21.51304517,TRUE,Forest,50,20,Broad - leaved,Deciduous,15,4,Broad - leaved,Deciduous,40,0.2-0.6,Graminoid,Perennial Herb,2,Mixed,164,60,4,14.47999954,4.800000191,5.809999943,104,34,16,357,130,2.746153831,34,24,0.400000006,187,330,1.149999976,1.230000019,789,21.12999916,3.059623957,363539.7608,784654.9804,4052167,698412,17,GPS,Confident computed pos. 25-100m from true pos.
HFHP123,400,400,400,,Yes,1225,72.88502769,TRUE,Forest,80,36,Broad - leaved,Deciduous,60,6,Broad - leaved,Deciduous,85,.75,Forb,Perennial Herb,1,Mixed,75,flat,0,18.77000046,6.300000191,5.650000095,103,46,27,3293,244,13.49590206,47,35,1.159999967,194,183,4.610000134,69.88999939,375,100,18.77000046,391906.024,774136.42,4355564,267801,18,GPS,Confident computed pos. within 25 m of true pos.
HFHP124,400,400,400,,Yes,775,50.54520135,TRUE,Woodland,50,30,Broad - leaved,Deciduous,20,6,Broad - leaved,Deciduous,40,.5,Forb,Annual Herb,1,,68,flat,0,9.659999847,6.599999905,1.809999943,56,43,30,1738,94,18.48936081,18,33,0.639999986,312,102,1.840000033,14.72999954,221,100,9.659999847,391920.028,774019.668,4355941,269652,18,GPS,Confident computed pos. within 25 m of true pos.
HICK001P,1000,1000,1000,,Yes,3650,37.63072006,TRUE,Forest,60,,Broad - leaved,Deciduous,60,,Broad - leaved,Deciduous,90,,Mixed,Perennial Herb,2,Bryophyte,6,flat,,10.60999966,4.900000095,5.010000229,100,106,32,934,53,17.62264061,48,10,1.039999962,577,9,0.779999971,6.230000019,326,49.75999832,5.27953577,374641.8008,762645.6288,4182199,372660,18,GPS,Confident computed pos. within 25 m of true pos.
HICK002P,1000,1000,1000,,Yes,2000,28.08169916,TRUE,Forest,60,,Broad - leaved,Deciduous,30,,Broad - leaved,Deciduous,80,,Mixed,Perennial Herb,15,Bryophyte,9,flat,,8.869999886,4.5,4.5,95,45,29,339,56,6.053571224,49,8,1.049999952,448,5,0.699999988,2.920000076,399,26.18000031,2.322165966,374621.4608,762709.2808,4181582,372071,18,GPS,Confident computed pos. within 25 m of true pos.
HICK003P,1000,1000,1000,,Yes,2070,29.98596755,TRUE,Forest,80,30,Broad - leaved,Deciduous,40,5,Broad - leaved,Evergreen,1,0.1-0.2,Ericad,Deciduous Woody,1,Bryophyte,23,flat,,15.30000019,4.099999905,4.179999828,92,43,24,392,56,7,51,23,0.340000004,151,68,0.680000007,1.74000001,859,17.39999962,2.662199974,374639.2484,762652.26,4182123,372496,18,GPS,Confident computed pos. within 25 m of true pos.
HICK004P,1000,1000,1000,,Yes,1780,31.61968242,TRUE,Forest,70,25,Broad - leaved,Deciduous,20,4,Broad - leaved,Mixed Evergreen,10,0.1-0.5,Ericad,Deciduous Woody,3,Bryophyte,11,293,17,7.519999981,4.5,1.850000024,57,33,20,119,28,4.25,24,20,0.289999992,189,3,0.430000007,1.139999986,637,12.93000031,0.972335994,374644.8284,762720.4804,4182306,371809,18,GPS,Confident computed pos. 25-100m from true pos.
HICK005P,1000,1000,1000,,Yes,1120,55.15760136,TRUE,Forest,80,31,Broad - leaved,Deciduous,5,4,Broad - leaved,Mixed Deciduous,5,0.1-0.3,Pteridophyte,Perennial Herb,,,26,flat,,11.27000046,4.699999809,3.779999971,88,34,16,294,65,4.523077011,65,25,0.289999992,114,47,0.689999998,1.980000019,683,20.28000069,2.285556078,374629.9208,762712.8808,4181844,371987,18,GPS,Confident computed pos. within 25 m of true pos.
HIGH001,400,400,400,,Yes,2250,7.907329632,TRUE,Herbaceous with sparse tree layer,25,18,Broad - leaved,Deciduous,10,2,Broad - leaved,Deciduous,90,0.1 - 1.5,Pteridophyte,Perennial Herb,25,Bryophyte,980,flat,0,30.04999924,4.199999809,61.54999924,130,26,68,643,64,10.046875,72,18,0.49000001,103,35,0.829999983,2.130000114,585,13.35999966,4.014679909,383039.9996,793119.9992,4263561,628843,17,topo map,Confident computed pos. 25-100m from true pos.
HIGH002,400,400,400,,Yes,1725,15.24528564,TRUE,Shrubland / Sparse Shrubland,,,,,40,,Broad - leaved,Mixed Deciduous,80,0.5,Ericad,Deciduous Woody,15,Mixed,1228,285,6,,,,,,,,,,,,,,,,,,,,383103.2988,793042.1992,4264294,629746,17,topo map,Confident computed pos. 100-250m from true pos.
JGNF001,1000,1000,1000,,Yes,3200,26.26321256,TRUE,Woodland,50,,Broad - leaved,Deciduous,25,,Broad - leaved,Deciduous,60,<1,Mixed,Perennial Herb,3,Bryophyte,1221,145,4,18.27000046,3.900000095,16.26000023,128,32,19,70,23,3.043478251,68,9,0.219999999,126,67,0.649999976,3.170000076,1253,4.159999847,0.760031998,373146.6608,793010.9008,4154681,632269,17,GPS,Confident computed pos. within 25 m of true pos.
JGNF002,1000,1000,1000,,Yes,3220,30.23204842,TRUE,Forest,70,30,Broad - leaved,Deciduous,20,,Broad - leaved,Evergreen,10,<<1,Mixed,Deciduous Woody,5,Bryophyte,552,0,24,14.96000004,3.799999952,7.610000134,113,60,17,113,67,1.686567187,43,250,0.430000007,289,108,0.49000001,2.890000105,725,15.52000046,2.321791887,374300.5808,793951.8004,4175237,617715,17,GPS,Confident computed pos. 25-100m from true pos.
JGNF503D,400,400,400,,Yes,3350,23.68340689,TRUE,Woodland,40,,Broad - leaved,Mixed Deciduous,50,,Broad - leaved,Deciduous,80,,Forb,Perennial Herb,20,Bryophyte,1145,135,11,24.13999939,4.300000191,11.38000011,126,31,80,601,112,5.366071224,73,16,0.389999986,276,41,0.689999998,6.460000038,1109,17.37000084,4.193118095,373127.3,793008.8488,4154085,632329,17,GPS,Confident computed pos. within 25 m of true pos.
JNNF005,100,100,100,,Yes,100,0.001963496,TRUE,Herbaceous,,,,,5,3,Broad - leaved,Deciduous,70,0-0.8,Graminoid,Perennial Herb,45,Mixed,1066,160,16,7.880000114,3.799999952,2.670000076,73,30,65,195,31,6.290322781,21,10,0.639999986,152,127,0.75,1.789999962,213,16.89999962,1.331719995,372546.524,801348.612,4142808,568110,17,GPS,Confident computed pos. within 25 m of true pos.
JNNF006,400,400,400,,Yes,1725,6.70873367,TRUE,Shrubland / Sparse Shrubland,5,7,Needle - leaved,Evergreen,25,4,Broad - leaved,Deciduous,60,0.2-1,Graminoid,Perennial Herb,35,Mixed,1074,155,21,10.96000004,4.099999905,3.210000038,82,20,66,319,34,9.382352829,23,9,0.529999971,135,371,1.370000005,9.640000343,309,18.03000069,1.976088047,372545.156,801352.104,4142765,568024,17,GPS,Confident computed pos. within 25 m of true pos.
JNNF901,400,400,400,,Yes,2550,13.62198477,TRUE,Herbaceous with sparse tree layer,,,,,40,,,,15,<0.5,Mixed,Perennial Herb,,,379,70,32,20.21999931,4.099999905,4.349999905,93,26,18,409,49,8.346939087,84,10,0.579999983,243,21,1.200000048,2.00999999,1175,13.39999962,2.709480047,373733.3984,795624.3996,4164842,593527,17,,
JNNF902,400,400,400,,Yes,1975,13.30097284,TRUE,Woodland,30,,,Mixed Evergreen,30,,,,30,<0.5,Mixed,,,,402,150,36,17.43000031,5,5.949999809,105,31,36,1376,285,4.828070164,143,10,0.75,175,208,1.49000001,2.140000105,737,55.43999863,9.663191795,373452.2012,795806.6,4159846,591077,17,,
JNNF903,400,400,400,,Yes,475,17.48673326,TRUE,Woodland,10,,Needle - leaved,Evergreen,30,,Broad - leaved,Mixed Deciduous,10,<0.5,Mixed,Perennial Herb,,,494,225,32,20.94000053,4.300000191,8.159999847,116,36,23,276,68,4.058823586,81,14,0.800000012,371,30,1.080000043,2.339999914,1116,10.56000042,2.211263895,372328.8996,801148.0012,4138591,571110,17,,
JNNF905,100,100,100,,Yes,1200,10.4421831,TRUE,Woodland,,,,,25,,Broad - leaved,Mixed Deciduous,30,<0.5,Mixed,Deciduous Woody,80,,466,326,50,23.73999977,3.900000095,6.159999847,106,42,19,158,44,3.590909004,61,10,0.649999976,265,8,1.120000005,1.419999957,1166,5.71999979,1.357928038,372434.9992,801014.8008,4140648,573384,17,,
JOHN001P,1000,1000,1000,,Yes,2300,23.26892067,TRUE,Forest,50,15,Broad - leaved,Mixed Deciduous,40,,Broad - leaved,Mixed Deciduous,10,,Ericad,Deciduous Woody,2,Mixed,509,260,25,14.90999985,4.400000095,4.929999828,99,20,7,256,92,2.782608747,77,7,0.379999995,243,43,0.540000021,2.24000001,827,15.23999977,2.272284031,375007.9008,800443.8888,4187966,581055,17,GPS,Confident computed pos. within 25 m of true pos.
JOHN002P,1000,1000,1000,,Yes,1500,25.72175061,TRUE,Forest,70,23,Broad - leaved,Deciduous,10,,Broad - leaved,Deciduous,1,<<1,Woody Seedling,Deciduous Woody,1,Mixed,546,115,19,15.97000027,5.099999905,7.519999981,113,24,11,934,106,8.811320305,72,8,0.430000007,179,181,0.629999995,3.190000057,878,36.11999893,5.768363953,375023.82,800451.1608,4188455,580872,17,GPS,Confident computed pos. within 25 m of true pos.
JOHN003P,1000,1000,1000,,Yes,2540,21.75541162,TRUE,Woodland,25,13,Needle - leaved,Mixed Evergreen,20,,Needle - leaved,Mixed Evergreen,50,0.5,Ericad,Deciduous Woody,15,Lichen,548,270,16,13.52000046,4.199999809,4.630000114,96,25,8,96,29,3.310344934,42,11,0.300000012,183,8,0.589999974,1.100000024,1129,6.519999981,0.881503999,375015.6804,800442.0888,4188207,581097,17,GPS,Confident computed pos. within 25 m of true pos.
JOHN004P,1000,1000,1000,,Yes,1140,11.29147316,TRUE,Shrubland / Sparse Shrubland,5,,Needle - leaved,Evergreen,20,,Broad - leaved,Mixed Deciduous,5,,Mixed,Perennial Herb,3,Mixed,511,267,38,15.56000042,4.699999809,3.599999905,86,25,14,191,64,2.984375,66,11,0.230000004,115,29,0.939999998,1.049999952,1114,10.94999981,1.70381999,375014.1684,800449.9404,4188158,580905,17,GPS,Confident computed pos. within 25 m of true pos.
JOHN005P,400,400,400,,Yes,2500,14.20457378,TRUE,Woodland,10,10,Needle - leaved,Evergreen,40,,Broad - leaved,Deciduous,15,<<1,Mixed,Perennial Herb,3,Mixed,462,250,31,14.06000042,4.400000095,4.25,92,27,9,161,48,3.354166746,63,12,0.400000006,208,47,1.139999986,1.24000001,1003,10.10999966,1.421465993,375000.7008,800442.6684,4187745,581087,17,GPS,Confident computed pos. within 25 m of true pos.
JRNF013,400,400,400,,Yes,3500,31.65144703,TRUE,Forest,70,,Broad - leaved,Deciduous,50,,Broad - leaved,Deciduous,50,,Graminoid,Perennial Herb,,,1416,126,14,32.29999924,3.900000095,14.97000027,127,37,56,197,22,8.954545021,64,13,0.610000014,208,19,0.620000005,2.230000019,1029,4.309999943,1.392130017,363807.0008,813516.2996,4054575,447445,17,GPS,Confident computed pos. within 25 m of true pos.
JRNF014,400,400,400,,Yes,3175,65.80242689,TRUE,Forest,90,,Needle - leaved,Evergreen,70,,Broad - leaved,Mixed Deciduous,70,,Mixed,Perennial Herb,35,Mixed,1479,226,8,37.20999908,3.299999952,37.08000183,130,29,14,213,25,8.520000458,40,13,0.639999986,335,2,0.419999987,1.600000024,1019,3.839999914,1.428864002,363823.8992,813529.7996,4055097,447113,17,topo map,
JRNF015,1000,1200,1200,,Yes,3015,31.15736037,TRUE,Forest,90,,Broad - leaved,Deciduous,70,,Broad - leaved,Evergreen,15,,Mixed,Perennial Herb,20,Bryophyte,1147,346,14,37.24000168,3.400000095,22.02000046,130,31,25,208,25,8.319999695,55,16,0.629999995,278,6,0.589999974,1.730000019,944,3.920000076,1.459807992,364115.5004,813211.2992,4060356,452072,17,GPS,Confident computed pos. within 25 m of true pos.
JRNF016,400,400,400,,Yes,2050,38.65333034,TRUE,Woodland,50,,Needle - leaved,Evergreen,8,,Broad - leaved,Mixed Deciduous,70,,Pteridophyte,Perennial Herb,70,Bryophyte,1659,347,22,35.09999847,3.400000095,42.70000076,130,38,27,31,20,1.549999952,57,15,0.610000014,193,1,0.629999995,1.029999971,445,1.529999971,0.537029982,363820.2992,813630.8988,4054996,445595,17,GPS,Confident computed pos. within 25 m of true pos.
JRNF017,100,100,100,,Yes,7500,2.448321752,TRUE,Shrubland / Sparse Shrubland,,,,,70,,Broad - leaved,Deciduous,50,,Graminoid,Perennial Herb,4,Bryophyte,1535,240,20,36.02000046,3.700000048,14.52999973,127,37,76,207,21,9.857142448,57,24,0.579999983,210,5,0.579999983,2.180000067,1165,4.050000191,1.458809972,363801.7988,813700.9012,4054431,444847,17,GPS,Confident computed pos. within 25 m of true pos.
JRNF018,400,400,400,,Yes,3300,72.06042107,TRUE,Forest,70,,Broad - leaved,Deciduous,50,,Broad - leaved,Deciduous,70,,Mixed,Perennial Herb,1,Mixed,1588,126,27,30.87999916,3.299999952,21.30999947,130,40,38,139,29,4.793103218,76,13,0.649999976,219,48,0.74000001,3.099999905,1111,3.849999905,1.188879967,363808.4984,813606.0984,4054629,446209,17,GPS,Confident computed pos. within 25 m of true pos.
JRNF019,400,400,400,,Yes,3250,22.41324111,TRUE,Forest,90,,Broad - leaved,Deciduous,50,,Broad - leaved,Deciduous,90,,Forb,Perennial Herb,4,Mixed,1510,205,20,26.30999947,4.199999809,32.88000107,130,74,50,573,80,7.162499905,126,17,0.779999971,318,85,0.949999988,10.35000038,1504,14.93000031,3.928082943,363757.7992,813632.7996,4054303,445544,17,topo map,
JRNF031,400,400,400,,Yes,1625,66.4310359,TRUE,Forest,90,,Needle - leaved,Evergreen,70,,Needle - leaved,Mixed Evergreen,70,,Mixed,Perennial Herb,80,Bryophyte,1621,130,17,35.41999817,3.299999952,20.21999931,130,35,27,88,25,3.519999981,53,16,0.74000001,408,4,0.689999998,2.339999914,1185,2.420000076,0.857164025,363810.7016,813609.2016,4054697,446132,17,topo map,
JRNF032,400,400,400,,Yes,23900,52.56053376,TRUE,Forest,70,,Broad - leaved,Mixed Deciduous,90,,Broad - leaved,Evergreen,5,,Mixed,Perennial Herb,30,,1468,222,3,31.37000084,3.400000095,22.95999908,130,48,41,215,43,5,70,15,0.569999993,197,3,0.519999981,2.559999943,637,5.360000134,1.681432009,363820.4,813532.8992,4054990,447036,17,topo map,
JRNR001,1000,1000,1000,,Yes,1700,42.52177934,TRUE,Forest,70,29,Broad - leaved,Deciduous,10,,Broad - leaved,Evergreen,5,,Pteridophyte,Perennial Herb,1,Mixed,6,1,2,6.820000172,4.699999809,2.730000019,75,32,147,217,33,6.575757504,37,8,0.860000014,360,16,0.589999974,1.200000048,622,21.85000038,1.490170002,371550.58,770847.8284,4126325,309653,18,GPS,Confident computed pos. within 25 m of true pos.
JRSP001,400,400,400,,Yes,5450,27.31661918,TRUE,Forest,70,,Broad - leaved,Deciduous,70,,Broad - leaved,Deciduous,90,,Forb,Perennial Herb,,,116,5,5,21.60000038,6.099999905,8.100000381,116,24,32,2726,273,9.985347748,117,15,1.080000043,176,93,3.450000048,10.56000042,456,75.31999969,16.26911926,373824.6012,784806.9012,4168165,693937,17,topo map,
LANS005,400,400,400,,Yes,3975,46.06801998,TRUE,Forest,80,23,Broad - leaved,Deciduous,40,5,Broad - leaved,Mixed Deciduous,75,0.1-0.2,Pteridophyte,Perennial Herb,,,29,flat,,14.07999992,4.300000191,3.920000076,89,43,33,619,71,8.718309402,34,23,0.550000012,321,18,0.720000029,2.829999924,516,27.54000092,3.877631903,374907.3992,763127.9984,4186797,365825,18,GPS,Confident computed pos. 100-250m from true pos.
MATR102,400,300,400,,Yes,22200,40.32110454,TRUE,Forest,50,,Broad - leaved,Deciduous,70,,Broad - leaved,Deciduous,5,<1,Mixed,Perennial Herb,,,2,flat,,29.47999954,4.099999905,17.28000069,129,359,13,666,189,3.523809433,51,194,0.5,481,27,0.230000004,5.820000172,621,19.94000053,5.878312111,374312.936,770112.972,4176700,321944,18,GPS,Confident computed pos. within 25 m of true pos.
MATR118,100,100,100,,Yes,23600,4.273351365,TRUE,Herbaceous with sparse shrub layer,,,,,15,2,Broad - leaved,Deciduous,60,<1,Mixed,Perennial Herb,,,0,flat,,38.36999893,4.599999905,17.79000092,129,277,20,785,949,0.827186525,199,2239,1.639999986,481,172,0.879999995,14.72000027,547,57.54000092,22.0780983,373918.684,765325.8,4169240,333237,18,GPS,Confident computed pos. within 25 m of true pos.
MATR124,100,100,100,,Yes,100,0.001963496,TRUE,Herbaceous,,,,,,,,,70,2.5,Graminoid,Perennial Herb,,,0,flat,,33.90000153,5.099999905,15.56000042,128,551,26,953,1116,0.853942633,278,1771,1.110000014,520,213,0.769999981,15.40999985,492,66.30000305,22.47570038,373908.028,765239.684,4168889,334361,18,GPS,Confident computed pos. within 25 m of true pos.
MATR126,100,100,100,,Yes,1000,0.074063047,TRUE,Herbaceous,,,,,,,,,95,2.5,Mixed,Perennial Herb,,,0,flat,,46.83000183,5.099999905,17.38999939,129,338,31,992,1326,0.748114645,313,3998,1.080000043,499,191,0.860000014,17.05999947,588,73.01999664,34.19526672,373904.824,765234.464,4168787,334487,18,GPS,Confident computed pos. within 25 m of true pos.
MATR127,400,40,400,,Yes,27400,12.44508562,TRUE,Woodland,15,10,Broad - leaved,Deciduous,60,4,Broad - leaved,Deciduous,20,<1,Mixed,Perennial Herb,,,0,flat,,42.25999832,4.5,34.47000122,130,816,15,936,1014,0.923076928,187,2562,1.059999943,434,64,0.850000024,11.14000034,392,58.56000137,24.7474556,373902.772,765234.212,4168724,334491,18,GPS,Confident computed pos. within 25 m of true pos.
MATR128,100,100,100,,Yes,400,0.007853982,TRUE,Herbaceous,,,,,,,,,85,1.5,Graminoid,Perennial Herb,,,0,flat,,28.81999969,4.300000191,25.23999977,130,896,24,701,660,1.062121153,141,446,0.680000007,486,115,0.709999979,14.57999992,388,39.22000122,11.30320358,373954.036,765422.536,4170358,331869,18,GPS,Confident computed pos. within 25 m of true pos.
MNBP041,100,100,100,,Yes,800,57.62364086,TRUE,Herbaceous with sparse tree layer,60,20,Broad - leaved,Deciduous,1,6,Broad - leaved,Deciduous,70,1,Forb,Perennial Herb,,,50,flat,0,8.609999657,5.699999809,2.099999905,62,38,16,1301,212,6.13679266,44,51,0.430000007,199,151,1.879999995,2.289999962,366,100,8.609999657,384934.5,773020.34,4300479,282486,18,GPS,Confident computed pos. within 25 m of true pos.
MNBP044,200,200,200,,Yes,150,0.144316912,TRUE,Shrubland / Sparse Shrubland,,,,,65,4,Broad - leaved,Deciduous,25,0.5,Forb,Perennial Herb,,,48,flat,0,7.360000134,6.800000191,0.620000005,25,21,11,1082,193,5.606217384,62,43,0.200000003,141,121,0.200000003,2.150000095,186,100,7.360000134,384921.108,773019.296,4300065,282501,18,GPS,Confident computed pos. within 25 m of true pos.
MONT011,1000,1000,1000,,Yes,3720,35.0512279,TRUE,Forest,60,14,Broad - leaved,Deciduous,40,,Broad - leaved,Mixed Deciduous,10,0-0.5,Ericad,Deciduous Woody,3,Mixed,1066,43,7,24.71999931,4,5.639999866,103,38,16,125,34,3.676470518,44,23,0.389999986,265,46,0.75999999,1.450000048,1214,4.53000021,1.119815946,370915.6204,801123.9604,4112301,571926,17,GPS,Confident computed pos. within 25 m of true pos.
PAMR002,400,400,400,,Yes,8475,25.21145746,TRUE,Herbaceous with sparse tree layer,10,,Broad - leaved,Deciduous,10,,Broad - leaved,Deciduous,80,,Mixed,Perennial Herb,,,0,flat,,,,,,,,,,,,,,,,,,,,,373427.0804,770128.1208,4160499,321224,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR004,400,40,400,,Yes,14700,45.50333804,TRUE,Forest,60,,Broad - leaved,Deciduous,20,,Broad - leaved,Mixed Deciduous,10,,Mixed,Perennial Herb,,,7,flat,,29.21999931,4.900000095,45.5,130,668,28,1630,308,5.292207718,97,171,0.720000029,414,191,3.549999952,25.68000031,615,40.06000137,11.70553207,373408.3604,765932.0604,4159861,324059,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR014,100,100,100,,Yes,3600,0.415397078,TRUE,Shrubland / Sparse Shrubland,,,,,50,3,Broad - leaved,Deciduous,60,1,Forb,Perennial Herb,,,0,flat,,24.5,4.599999905,45.18000031,130,75,26,934,157,5.949044704,40,209,0.779999971,578,453,2.029999971,34.18999863,324,28.53000069,6.989850044,373403.4284,770103.9684,4159757,321801,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR015P,100,100,100,,Yes,2600,0.087336272,TRUE,Herbaceous,,,,,,,,,80,1.5,Mixed,Perennial Herb,,,0,flat,,22.68000031,4.5,26.67000008,130,76,16,702,239,2.937238455,50,175,0.449999988,334,110,3.049999952,20.17000008,425,28.18000031,6.391223907,373406.1284,770105.7288,4159841,321759,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR020,100,100,100,,Yes,100,0.395919204,TRUE,Herbaceous with sparse shrub layer,,,,,5,,Broad - leaved,Deciduous,95,0.5,Forb,Perennial Herb,,,1,flat,,27.07999992,4.599999905,50.15000153,130,67,26,840,273,3.076923132,83,664,0.829999983,405,136,2.170000076,11.43000031,319,35.36000061,9.575488091,373319.8,765904.56,4158350,324702,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR033,400,400,400,,Yes,3325,59.11898277,TRUE,Forest,80,38,Broad - leaved,Deciduous,10,,Broad - leaved,Mixed Deciduous,75,,Forb,Perennial Herb,,,26,195,2,18.92000008,4.5,6.010000229,105,31,19,1039,237,4.383966446,101,17,0.449999988,162,192,12.35999966,41.25999832,723,39.65999985,7.503672123,374723.82,771952.464,4185070,294727,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR034,400,400,400,,Yes,6000,33.17728033,TRUE,Forest,60,35,Broad - leaved,Deciduous,25,,Broad - leaved,Deciduous,25,,Mixed,Perennial Herb,,,18,32,1,12.68999958,4.199999809,6.21999979,106,41,24,599,195,3.071794987,77,25,0.409999996,145,293,7.210000038,18.26000023,737,38.83000183,4.927526951,374717.304,772008.16,4184878,294338,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR035,100,100,100,,Yes,3300,0.746678054,TRUE,Herbaceous with sparse shrub layer,,,,,10,3,Broad - leaved,Deciduous,35,,Forb,Annual Herb,,,15,flat,,17.37000084,4.900000095,11.43999958,126,63,33,777,186,4.177419186,111,52,0.610000014,385,170,7.010000229,26.79999924,628,34.22999954,5.94575119,374712.552,772201.524,4184802,291561,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR036,100,100,100,,Yes,200,0.022069688,TRUE,Herbaceous,,,,,1,,Broad - leaved,Deciduous,90,,Forb,Perennial Herb,,,12,flat,,25.62000084,4.199999809,57.68000031,130,476,37,1007,226,4.455752373,251,127,0.790000021,489,286,1.419999957,35.34999847,341,31.67000008,8.113854408,374707.656,772152.128,4184645,291787,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR037,100,100,100,,Yes,200,5.109800458,TRUE,Woodland,40,26,Broad - leaved,Deciduous,,,,,90,,Graminoid,Perennial Herb,1,,14,flat,,21.03000069,4.199999809,9.029999733,120,69,35,484,82,5.902439117,61,60,0.5,418,110,8.220000267,33.33000183,671,16.73999977,3.520421982,374710.392,772155.188,4184731,291714,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR040,400,400,400,,Yes,4325,19.54867718,TRUE,Forest,60,28,Broad - leaved,Deciduous,40,,Broad - leaved,Mixed Deciduous,15,,Forb,Perennial Herb,1,,12,flat,,,,,,,,,,,,,,,,,,,,,374714.784,772001.788,4184797,294491,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR041,400,400,400,,Yes,3525,45.15662466,TRUE,Forest,80,,Broad - leaved,Deciduous,40,,Broad - leaved,Mixed Deciduous,10,,Forb,Perennial Herb,,,22,flat,,,,,,,,,,,,,,,,,,,,,374728.968,772002.256,4185234,294491,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR042,400,400,400,,Yes,5675,50.30265055,TRUE,Forest,80,29,Broad - leaved,Deciduous,35,,Broad - leaved,Mixed Evergreen,25,,Mixed,Perennial Herb,,,15,flat,,15.10000038,4,9.359999657,122,38,40,279,93,3,75,22,0.519999981,348,52,7.880000114,27.37999916,761,16.27000046,2.456769943,374715,772205.196,4184879,291473,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR043,400,400,400,,Yes,3000,61.43531502,TRUE,Forest,90,,Broad - leaved,Deciduous,10,,Broad - leaved,Deciduous,20,,Forb,Perennial Herb,,,24,232,1,22.31999969,4.300000191,9.039999962,120,57,32,440,116,3.793103456,85,48,0.449999988,286,14,6.019999981,5.619999886,756,16.11000061,3.595752001,374730.552,772037.752,4185305,293624,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR044,400,400,400,,Yes,8400,35.43478932,TRUE,Forest,70,,Broad - leaved,Deciduous,50,,Broad - leaved,Mixed Deciduous,20,,Forb,,,,20,flat,,16.05999947,4.800000191,7.610000134,113,40,26,642,136,4.720588207,86,17,0.349999994,274,34,9.550000191,22.79000092,756,28.87999916,4.638127804,374725.44,772051.18,4185156,293292,18,GPS,Confident computed pos. within 25 m of true pos.
