soilOrganic_avg,soilSand_avg,soilSilt_avg,soilClay_avg,soilCoarse_avg,soilPH_avg,exchangeCapacity_avg,baseSaturation_avg,N_avg,S_avg,P_avg,Ca_ppm_avg,Mg_ppm_avg,K_ppm_avg,Na_ppm_avg,percent_Ca_avg,percent_Mg_avg,percent_K_avg,percent_Na_avg,percent_Othr_avg,percent_H_avg,B_ppm_avg,Fe_ppm_avg,Mn_ppm_avg,Cu_ppm_avg,Zn_ppm_avg,Al_ppm_avg,Density_avg,Ca_over_Mg_ppm_avg,OBSERVATION_ID,Author_Observation_Code
6.172,53.845,31.66,14.495,,4.6,4.126,38.8,50.7,21.2,25.8,166.2,64.6,41.4,30.6,19.906,13.098,2.538,3.27,8.2,53,0.332,271,3.2,0.568,0.77,848.6,0.766,2.542164201,7532,082-02-1103
4.9375,72.35,15.955,11.695,,4.65,4.0325,39.9,42,18.25,19.5,181,55.75,32.5,29,21.7575,12.575,2.0225,3.5475,8.1,52,0.335,189.75,6.5,0.5875,0.81,814.75,0.8275,3.123682984,7533,082-02-1104
15.54,75.635,21.15,3.215,,4.233333333,4.116666667,30.73333333,62.16666667,14.66666667,25.33333333,129.3333333,50.33333333,32.33333333,26,15.55333333,10.34,2.046666667,2.816666667,8.933333333,60.33333333,0.263333333,173,1,0.44,0.826666667,958,0.65,2.564808824,7534,082-02-1105
39.475,53.01,39.185,7.805,,4.4,4.71,34.4,70,25,16.5,185,62.5,24.5,30,18.97,11.02,1.445,2.95,8.6,57,0.165,203.5,8.5,1.245,1.765,1117,0.27,2.86,7535,082-02-1106
38.825,78.08,19.345,2.575,,4.2,3.62,30,70,19,18.5,99.5,47.5,15,33,13.88,11.035,1.08,4.005,9,61,0.635,119.5,1,1.255,0.63,962,0.27,2.096033868,7536,082-02-1107
3.943333333,15.255,38.995,45.75,,4.666666667,16.76333333,40.26666667,44,21,9,718.3333333,336.6666667,79,29.33333333,21.46333333,16.83,1.206666667,0.766666667,8.066666667,51.66666667,0.19,146.3333333,361.3333333,1.55,1.69,1128.666667,0.83,2.140689063,7537,082-02-1108
7.538,67.195,18.795,14.01,,4.12,9.08,28.84,53.1,25.4,13.4,328,70.6,53,20.2,17.488,8.186,1.786,1.382,9.16,62,0.37,272,3.4,0.778,0.942,1089.6,0.778,4.549847375,7538,082-02-1109
6.77,18.03,47.76,34.21,,5.14,14.934,52.88,50.9,24.4,20.4,1197.6,239.2,50.2,36,36.786,13.6,0.88,1.608,7.12,40,0.324,192.8,187.4,2.244,4.29,673,0.76,4.626943637,7539,082-03-1100
9.848,62.705,27.41,9.885,,4.24,8.034,30.88,57.3,25.2,46,303.8,83,57.8,23.8,19.122,8.59,1.796,1.36,8.92,60.2,0.23,243,3.4,0.636,9.652,594.4,0.668,3.706053777,7540,082-03-1101
30.80666667,65.63,29.795,4.575,,3.966666667,10.56666667,25.53333333,67.66666667,17.66666667,23.66666667,276.6666667,109.6666667,61.66666667,39.33333333,13.30333333,8.95,1.41,1.876666667,9.466666667,65,0.276666667,267.3333333,3,0.683333333,2.233333333,1095,0.53,2.485781298,7541,082-03-1102
9.928,23.42,53.165,23.415,,5,10.696,49,57.1,19.4,38.2,648,223.2,106.8,17.8,27.766,17.696,2.59,0.95,7.4,43.6,0.346,138.8,200.4,1.404,2.72,783.8,0.688,2.661716299,7542,082-03-1103
1.43,9.37,60.27,30.36,,5,5.5,47.6,24.5,17,7,278,123,17,37,25.27,18.64,0.79,2.92,7.4,45,0.21,541,29,2.18,0.72,538,0.77,2.260162602,7543,082-03-1104
15.56,76.01,19.875,4.115,,4.233333333,7.963333333,30.73333333,58.66666667,11,20.66666667,334,56.33333333,34.33333333,27,19.54333333,7.773333333,1.34,2.066666667,8.933333333,60.33333333,0.153333333,131,4.333333333,0.366666667,0.616666667,926,0.746666667,5.829376582,7544,082-03-1105
32.95666667,33.705,49.42,16.875,,4.333333333,6.836666667,32.93333333,70,17.66666667,15.33333333,324.3333333,37.33333333,42.66666667,29,22.25666667,6.173333333,1.94,2.543333333,8.733333333,58.33333333,0.1,102,2,1.03,0.316666667,1562.666667,0.426666667,8.278234032,7545,082-03-1106
26.114,46.01,31.935,22.055,,4.16,9.596,29.12,66.3,22,15,372.2,62.2,67.2,27.4,18.59,6.652,2.238,1.63,9.08,61.8,0.276,219.4,4.2,0.858,0.948,1232.8,0.516,5.649222476,7546,082-03-1107
30.92666667,45.145,44.415,10.44,,4.133333333,7.526666667,28.53333333,68.16666667,17.66666667,19.66666667,218.6666667,72,82,37.33333333,15.01666667,8.273333333,2.893333333,2.343333333,9.133333333,62.33333333,1.29,202.3333333,5,0.983333333,1.903333333,1132.333333,0.523333333,3.03217126,7547,082-03-1108
29.53,54.31,43.03,2.66,,4.4,5.34,34.4,70,21,58,143,80,94,49,13.39,12.48,4.51,3.99,8.6,57,0.1,108,5,1.02,1.49,796,0.37,1.7875,7548,082-03-1109
12.55666667,83.365,13,3.635,,4.266666667,3.54,31.46666667,53.83333333,18,45,126.3333333,37,27.33333333,21,16.74666667,9.406666667,2.416666667,2.916666667,8.866666667,59.66666667,0.143333333,127.6666667,3,1.023333333,0.45,1411,0.816666667,3.264750215,7549,082-03-1110
13.53,66.26,25.22,8.52,,6.05,13.43,79.6,63.25,19.5,24.5,1756,199.5,92,14,65,12.375,1.77,0.455,5.4,15,0.57,60.5,123.5,0.73,3.69,1052.5,0.61,8.752214078,7550,082-03-1111
6.6,21.42,57.455,21.125,,4.88,7.25,45.16,53.3,22.4,42.4,349,134.6,122.8,22,23.364,15.794,4.576,1.416,7.64,47.2,0.252,120.4,214,1.804,2.13,1009.6,0.752,2.523728672,7551,082-04-1100
50.688,,,,,4.26,7.746,31.72,70,13.4,13.2,293,97.4,49.8,33,17.986,10.134,1.694,1.914,8.88,59.4,0.206,108.2,1.4,0.608,1.596,1028.4,0.472,2.923549014,7552,082-04-1101
11.586,71.985,22.365,5.65,,3.94,5.79,25.48,58.2,19,26.4,162.4,47.4,33,32.4,14.438,7.088,1.444,2.504,9.52,65,0.128,130.2,2.6,0.478,0.608,861.2,0.76,3.441003364,7553,082-04-1102
9.933333333,34.88,42.02,23.1,,4.266666667,4.993333333,31.46666667,58.5,39,41.66666667,180.6666667,48.66666667,45.33333333,32.33333333,18.07,7.996666667,2.46,2.946666667,8.866666667,59.66666667,0.23,145.3333333,3,0.996666667,0.523333333,1543.666667,0.676666667,4.507449495,7554,082-04-1103
15.8,31.55,42.09,26.36,,4.62,3.13,39.24,62.5,27.4,14.4,141.8,37.4,44.4,20,22.702,10.052,3.602,2.868,8.16,52.6,0.26,43.6,5.4,0.49,0.452,1716.8,0.606,3.832934609,7555,082-04-1104
4.473333333,18.94,39.5,41.56,,4.333333333,3.103333333,32.93333333,44,33.66666667,11.33333333,127.3333333,29,31.33333333,16.66666667,20.14333333,7.843333333,2.64,2.32,8.733333333,58.33333333,0.233333333,139.6666667,1.666666667,0.916666667,0.2,1597.333333,0.823333333,4.410118258,7556,082-04-1105
3.104,84.165,13.15,2.685,,4.7,4.56,41.4,33.3,16.8,13.2,203,66.8,36.2,17.2,24.404,12.27,2.238,2.458,8,50.6,0.19,155.6,27.8,1.01,1.016,678.2,1.044,3.554801854,7557,082-04-1106
21.294,79.79,17.57,2.64,,4.2,5.012,30,65.5,17.6,19.8,148.2,61,58.2,21.6,15.526,9.874,2.682,1.932,9,61,0.298,233.4,2,0.59,1.408,952.2,0.522,2.880181485,7558,082-04-1107
13.695,49.825,33.595,16.58,,3.975,5.21,25.55,60.125,38.25,21.25,157,41.25,42,20.5,15.06,6.675,2.09,1.7225,9.45,65,0.2075,141,2.25,0.7875,0.925,1277.5,0.655,3.808502024,7559,082-04-1108
7.04,41.12,41.455,17.425,,4.4,3.235,34.4,47.25,32,13,117.5,40.5,34.5,22.5,18.225,10.45,2.725,3.025,8.6,57,0.18,182,1,0.785,0.67,1481,0.735,2.899085366,7560,082-04-1109
2.323333333,81.395,8.68,9.925,,4.033333333,3.21,26.33333333,32.33333333,16.66666667,6,93.66666667,29.66666667,26.33333333,14.33333333,14.54333333,7.706666667,2.146666667,1.953333333,9.333333333,64.33333333,0.153333333,238,1,0.63,0.716666667,578,0.94,3.211340413,7561,082-04-1110
5.57,41.955,25.03,33.015,,4.58,17.774,38.36,46.2,31.2,12,737.2,304.8,88.6,43.4,19.552,15.862,1.4,1.548,8.24,53.4,0.316,258.6,84.4,1.09,1.688,1030,0.798,2.206979278,7562,082-04-1111
7.382,7.02,50.49,42.49,,4.96,21.6,46.92,54.1,34.8,27.8,1135.2,468.8,123.2,61.2,26.324,17.908,1.486,1.206,7.48,45.6,0.362,217.6,84.2,1.576,2.524,743.4,0.704,2.549725839,7563,082-04-1112
24.338,75.96,22.42,1.62,,4.12,5.228,28.44,64.9,12.2,23,131.4,59,63,24.6,12.934,9.982,3.078,2.422,9.16,62.4,0.252,133.8,2.8,0.388,0.858,810,0.6,2.186694967,7564,082-06-1100
6.518,28.765,62.6,8.635,,4.64,6.138,39.68,52,19,9.8,321.2,66.6,48.4,28.2,24.854,10.392,2.212,2.232,8.12,52.2,0.37,320,8.4,0.552,0.82,937,0.73,5.161245795,7565,082-06-1101
1.854,78.575,13.25,8.175,,5.24,3.016,55.88,26.6,14,21,214.6,49.4,28,21.2,35.65,14.502,2.516,3.266,6.92,37.2,0.242,212.6,7.8,0.562,0.726,517,0.996,4.41952065,7566,082-06-1102
3.362,70.555,13.815,15.63,,4.12,5.342,28.24,39.7,13.2,10.6,194.6,42.4,37.6,16.8,16.832,7.66,2.152,1.608,9.16,62.6,0.442,172.8,2,0.758,1.246,569.6,0.88,4.31341139,7567,082-06-1103
17.916,52.41,35.945,11.645,,4.32,6.286,32.64,66.3,21,26.2,270.6,54.8,40.4,30.2,20.616,7.946,1.828,2.26,8.76,58.6,0.29,267.8,1.8,0.644,1.016,1234.8,0.574,4.746976708,7568,082-06-1104
6.358,30.045,41.635,28.32,,5.24,13.084,55.28,52.4,16.2,15,962.2,264.4,79.8,17.6,36.312,16.822,1.532,0.618,6.92,37.8,0.304,124,220.6,1.606,2.394,715.8,0.774,3.599835127,7569,082-06-1105
6.084,9.665,43.295,47.04,,4.72,10.706,41.44,48.1,21.6,25.2,497.2,179.2,66.8,29.4,24.244,14,1.752,1.434,7.96,50.6,0.21,301.2,37.2,1.904,1.942,822,0.786,2.940281682,7570,082-06-1106
72.0875,85.85,13.44,0.71,,3.75,16.38,22.6,70,14,25,299.75,222,73.75,30.75,8.84,11.72,1.1875,0.85,9.9,67.5,0.3075,81,7.5,0.39,1.5875,373.5,0.36,1.323709494,7571,082-07-1100
6.928,23.915,40.345,35.74,,5.32,17.642,58.64,51.8,19.6,10,1367.4,390.6,62.4,19.4,38.578,18.622,0.898,0.54,6.76,34.6,0.394,130,141.6,2.35,4.476,664.4,0.73,3.53271463,7572,082-07-1101
4.83,10.27,53.26,36.47,,4.98,14.654,47.76,46.9,22.4,13,973.6,236.6,53.6,29.4,32.276,13.578,0.946,0.962,7.44,44.8,0.272,181.8,193,3.136,5.84,636.6,0.732,3.975630747,7573,082-07-1102
5.464,12.19,59.515,28.295,,4.66,11.208,40.32,49.2,25.4,18,553,154,49.6,35.6,24.912,12.666,1.226,1.526,8.08,51.6,0.274,250,133,2.406,2.182,757.2,0.712,3.507424746,7574,082-07-1103
4.608,17.065,43.71,39.225,,4.78,10.256,42.76,46.3,22.4,38.8,590.2,140.6,50.4,36.8,28.406,11.376,1.324,1.64,7.84,49.4,0.28,349.8,58.8,3.644,1.95,935.6,0.728,4.526871252,7575,082-07-1104
5.432,19.8,49.215,30.985,,4.8,10.376,43.6,48.2,20.6,9.6,523.2,185.8,53.8,42.4,24.618,15.526,1.34,2.108,7.8,48.6,0.176,127.2,190.8,1.734,2.178,740.2,0.682,2.785812412,7576,082-07-1105
4.216,15.61,48.135,36.255,,4.86,13.092,44.52,44.8,22.2,10.2,699.4,232.6,70.4,53.4,26.586,14.776,1.37,1.784,7.68,47.8,0.302,285.6,129.4,2.242,2.204,837.2,0.722,2.998340007,7577,082-07-1106
8.298,10.89,59.87,29.24,,5.64,21.01,67.12,56,22.2,19.2,2183.6,394.4,82.4,25.2,49.968,15.622,0.988,0.536,6.18,26.7,0.792,145.2,198.2,3.66,9.244,550,0.656,5.358027034,7578,082-09-1100
10.792,61.365,31.02,7.615,,4.2,5.418,30,57.4,16.6,11.8,185.2,51.2,38,32.4,16.382,8.762,1.926,2.926,9,61,0.728,354.8,1.8,0.502,1.054,847,0.762,3.409078873,7579,082-09-1101
4.938,54.57,24.3,21.13,,5.46,25.01,62.62,46.4,14.6,42.2,2119,601.4,91.8,30.2,41.786,19.364,0.962,0.51,6.48,30.9,0.414,199.2,81.2,0.982,4.26,651,0.77,3.748767677,7580,082-09-1102
11.0225,52.18,35.6,12.22,,4.4,6.0225,34.4,57.125,24,28.5,206.75,90.25,68,24.25,16.8225,12.775,2.8475,1.955,8.6,57,0.205,227,10,0.5875,1.6175,911,0.705,2.222090677,7581,082-09-1103
9.655,27.165,51.475,21.36,,4.6,4.645,38.8,50,17.5,5.5,205.5,71,32.5,23,21.355,13.34,1.815,2.31,8.2,53,0.315,277.5,2.5,1.73,0.485,676,0.645,2.761506708,7582,082-09-1104
24.206,83.89,15.4,0.71,,3.94,11.164,25.08,64.6,14.8,16,311.6,111.2,73.6,31.8,13.822,8.334,1.624,1.304,9.52,65.4,0.166,127.2,1.8,0.474,1.346,522.6,0.594,2.891964556,7583,082-09-1105
9.502,7.61,46.43,45.96,,4.84,16.684,44.28,55.6,26.6,42,938.4,281.8,67,54.8,27.806,14.02,1.006,1.446,7.72,48,0.292,296.8,46.6,1.908,2.872,791.2,0.648,3.297032313,7584,082-09-1106
6.315,66.39,25.135,8.475,,4.7,4.315,41,53,31,15,149.5,77,96.5,22,16.66,15.04,6.875,2.425,8,51,0.29,146,5.5,0.635,1.22,1444.5,0.815,1.853741497,7585,082-09-1107
87.87,81.69,15.66,2.65,,3.3,17.592,17.2,70,16.2,8.2,143.6,206.4,51.2,105,3.982,9.896,0.752,2.568,10.8,72,0.55,38.4,1,0.218,0.64,155.8,0.322,0.701505208,7586,083-01-1130
89.01,80.09,19.195,0.715,,3.25,24.265,16.6,70,12,11.5,180.5,308,27,119.5,3.675,10.55,0.28,2.1,10.9,72.5,0.44,53.5,1.5,0.225,0.96,231.5,0.365,0.577888563,7587,083-01-1131
0.71,98.835,0.475,0.69,,5.1,2.22,51.8,14.25,12,6.5,125,28.5,10,42.5,30.63,11.8,1.16,8.205,7.2,41,0.81,9,1,0.275,0.305,72.5,1.2,4.358695652,7588,083-01-1132
7.6,92.6,6.69,0.71,,4.3,5.745,32.2,47.25,14,13.5,224,52,19.5,31.5,20.885,7.83,0.87,2.64,8.8,59,0.34,57,1.5,0.295,1.12,479,0.985,4.419974392,7589,083-01-1133
2.71,95.92,2.38,1.7,,4.7,3.725,41.5,30.25,11,8,165,48,15.5,23,25.055,11.87,1.095,3.44,8,50.5,0.505,19.5,1,0.19,0.74,186,1.13,3.490909091,7590,083-01-1134
1.25,96.84,2.485,0.675,,4.6,7.015,38.8,19.25,11,3.5,297,56,16.5,91,23.495,8.745,0.78,5.735,8.2,53,0.735,30.5,1,0.1,0.38,122,1.205,4.80952381,7591,083-01-1135
1.04,94.135,2.365,3.5,,4.4,5.18,34.4,17.75,11,6.5,92.5,47,17.5,150,12.89,9.31,1.07,11.165,8.6,57,0.37,25,1,0.16,0.515,139.5,1.195,2.183928571,7592,083-01-1136
1.085,98.86,0.47,0.67,,7.45,6.13,96.05,20.75,51.5,10,865,99.5,58,135,70.985,13.4,2.355,9.35,3.95,0,0.96,88.5,1,0.18,0.66,85,1.185,9.527891892,7593,083-01-1137
0.54,96.885,0.415,2.7,,7.45,9.555,96.05,10.75,12.5,12,1671.5,54.5,21,72.5,87.305,4.89,0.58,3.315,3.95,0,0.46,52,1,0.32,0.91,71,1.33,32.04002761,7594,083-01-1138
1.685,97.695,0.73,1.575,,6.6,20.605,86.15,25,134.5,18.5,999,424.5,136.5,1903,29.965,16.265,1.595,38.32,4.85,9,1.63,69,1,0.315,2.35,123,1.125,3.568866334,7595,083-01-1139
63.314,78.38,20.9,0.72,,4.94,31.012,46.48,70,169.4,31,2256.2,264.4,70.6,163.8,36.664,6.942,0.594,2.282,7.52,46,0.534,330.6,6.6,0.356,1.258,671.8,0.4,9.526421251,7596,083-01-1140
75.022,89.69,5.95,4.36,,3.4,19.582,19.16,67.4,21.8,3.8,233.8,151.8,33.2,142,7.674,7.542,0.602,3.34,10.64,70.2,0.498,37.4,1,0.264,0.322,337.6,0.458,1.613505558,7597,083-01-1141
0.415,97.555,1.755,0.69,,6.55,3.045,88.4,8.5,10.5,101,397,63.5,14,32.5,65.21,17.385,1.18,4.645,4.85,6.75,0.53,103.5,1.5,0.16,1.035,82,1.24,6.253598015,7598,083-01-1142
0.325,98.705,0.59,0.705,,5.55,5.19,63.2,6.5,13.5,79,346.5,56,14,91,42.825,12.415,0.905,7.02,6.55,30.25,0.775,111.5,1,0.17,0.575,76.5,1.235,6.218710089,7599,083-01-1143
0.31,98.47,0.845,0.685,,6.25,2.635,83.65,6,11.5,65,329,45.5,14,31.5,62.81,14.45,1.31,5.125,5.1,11.25,0.645,86,1.5,0.1,0.55,65,1.205,7.240731707,7600,083-01-1144
0.96,97.185,2.125,0.69,,7.7,29.94,96.3,17.5,174,35.5,2279.5,491.5,193.5,2954,33.035,14.975,1.845,46.45,3.7,0,4.89,175,2,0.18,0.475,68.5,1.1,5.421235156,7601,083-01-1145
42.684,73.85,20.115,6.035,,3.8,14.832,23.4,67.3,23.4,26.6,403.4,127.4,66.6,53.4,13.252,7.326,1.164,1.66,9.8,66.8,0.244,67.6,6.2,0.478,3.862,690.6,0.41,4.61315188,7602,083-01-1146
66.89,82.425,16.88,0.695,,5.6,35.485,66.8,70,313,63,1454.5,999.5,182.5,1708,21.19,23.235,1.415,20.955,6.2,27,1.29,198.5,48.5,0.99,3.875,487,0.295,1.540406948,7603,083-01-1147
4.568,74.13,16.025,9.845,,4.78,3.628,43.36,45.4,17.6,10.4,165.6,58.6,39.4,27.4,22.45,14.07,2.992,3.892,7.84,48.8,0.154,105,2.6,0.716,1.506,915.6,0.85,2.721777778,7604,083-02-1130
0.05,97.24,1.41,1.35,,5.5,7,61.8,2,88.5,4,139,106,42,403.5,12.365,15.405,2.08,31.93,6.7,31.5,0.385,61.5,1,0.32,0.6,115.5,1.265,1.316001793,7605,083-02-1131
0.09,98.37,0.71,0.92,,7.2,1.36,95.8,2.25,7.5,4,161,44,13,22,59.315,26.885,2.425,7.02,4.2,0,0.625,37,2,0.185,0.2,55.5,1.29,3.714809001,7606,083-02-1132
19.92,23.8,43.06,33.14,,5.3,183.39,59.2,64.5,1483.5,29.5,1153,2203.5,846.5,14540,3.52,11.945,1.32,42.415,6.8,34,5.3,297,9,0.42,2.455,439.5,0.44,0.509741846,7607,083-02-1133
23.885,32.72,42.16,25.12,,5.35,250.075,59.7,66.5,1676.5,30.5,1237,2958,1017,23040,2.695,10.645,1.11,45.25,6.8,33.5,6.065,226,6.5,0.39,2.745,358,0.44,0.41817787,7608,083-02-1134
33.51,36.85,34.86,28.29,,5.2,149.54,54,67,1033.5,37.5,959,2046.5,747.5,12560,3.265,11.41,1.3,38.025,7,39,4.67,263,5.5,0.305,2.43,388.5,0.39,0.476403492,7609,083-02-1135
0.165,96.57,2.075,1.355,,8.65,11.255,97.25,3.5,10.5,2,2056.5,39.5,10.5,70,91.35,2.95,0.24,2.68,2.75,0,0.23,28,2.5,0.39,0.2,8.5,1.365,52.00576923,7610,083-02-1136
0.765,97.83,0.825,1.345,,8.1,11.465,96.7,15.25,36,7,2008,83.5,21.5,68,86.76,6.745,0.545,2.65,3.3,0,0.55,90,5,0.275,0.86,49,1.23,28.8460925,7611,083-02-1137
0.61,95.255,1.58,3.165,,7.6,31.415,96.2,12,291,12.5,1602.5,615,210.5,3805.5,25.25,16.39,1.725,52.835,3.8,0,2.995,175.5,1.5,0.425,1.055,75.5,1.14,3.0054925,7612,083-02-1138
0.15,99.59,0,0.41,,8.7,8.24,97.3,3,12,6,1308,96,17,146,79.37,9.71,0.53,7.7,2.7,0,0.54,54,2,0.1,0.47,35,1.28,13.625,7613,083-02-1139
0.095,97.695,0.89,1.415,,8.65,27.015,97.25,2.5,130,8,2723.5,367,127.5,2133,49.825,11.495,1.23,34.7,2.75,0,1.42,95.5,1,0.35,0.655,44.5,1.215,7.492430833,7614,083-02-1140
0.48,98.61,0.08,1.31,,8.15,22.56,96.75,9.5,31,2.5,3563.5,173.5,56,554.5,79.53,6.545,0.64,10.04,3.25,0,0.895,31,1.5,0.1,0.33,15.5,1.28,20.55651163,7615,083-02-1141
0.51,94.665,3.18,2.155,,8.2,41.28,96.8,10.25,226.5,8.5,4476.5,474.5,215.5,3006,52.255,10.05,1.425,33.075,3.2,0,1.625,105,1.5,0.335,0.77,49.5,1.17,11.01831594,7616,083-02-1142
22.346,50.31,31.51,18.18,,3.92,8.532,25.04,67.5,44.2,71.4,215.8,67,54.2,84.6,11.984,6.986,1.822,4.244,9.56,65.4,0.196,119.6,1.8,0.75,0.712,1541,0.628,3.147866116,7617,083-02-1143
14.838,19.35,35.13,45.52,,5.2,36.742,54,64,131.2,12.4,990.8,1099.4,248.6,1216.4,13.744,25.802,1.9,12.554,7,39,0.83,317.8,9.6,0.76,1.824,878.6,0.638,0.901935722,7618,083-02-1144
0.19,97.58,1.15,1.27,,7.6,13.51,96.2,4,16,3,2198,81,17,296,81.35,5,0.32,9.53,3.8,0,0.3,27,2,0.32,0.2,4,1.35,27.13580247,7619,083-03-1130
9.625,93.59,5.36,1.05,,7.1,18.145,91.2,37.5,15.5,11.5,2513,349,63.5,104.5,74.115,13.68,0.775,2.63,4.3,4.5,0.6,97,6,0.305,2.83,46,0.91,10.81410094,7620,083-03-1131
0.19,97.825,1.46,0.715,,7.85,12.43,96.45,3.75,11.5,8.5,2264,47.5,10.5,57.5,90.87,3.32,0.225,2.015,3.55,0,0.235,45.5,2.5,0.185,0.455,26,1.28,49.63843722,7621,083-03-1132
9.62,74.045,17.58,8.375,,5.9,150.42,70,41.25,861.5,19.5,1132.5,1523.5,565,13791.5,8.335,12.3,1.34,48.03,6,24,4.955,127,1.5,0.535,2.48,199.5,0.765,0.954753151,7622,083-03-1133
1.25,97.88,0.9,1.22,,4.1,66.8,27.8,21,390.5,23.5,517.5,498,141,2721.5,4.115,6.225,0.53,16.935,9.2,63,2.085,207,1,1.06,2.73,129.5,1.15,1.099795589,7623,083-03-1134
0.27,98.44,0.87,0.69,,6.6,19.88,89.2,5.25,16,4.5,3208,73,22,226,81.325,3.02,0.28,4.58,4.8,6,0.44,22.5,2,0.16,0.2,24.5,1.37,45.44305556,7624,083-03-1135
0.35,99.045,0.275,0.68,,7.6,10.24,96.2,7,8.5,8.5,1780,62,17.5,90,86.97,5.045,0.44,3.755,3.8,0,0.36,36,3.5,0.245,0.73,24,1.345,28.74185137,7625,083-03-1136
0.43,95.565,0.79,3.645,,6.75,36.41,91.6,8.5,442.5,11,752.5,827,256.5,5076,10.42,18.88,1.8,60.505,4.65,3.75,2.205,124.5,1,0.36,1.43,103.5,1.235,0.986928871,7626,083-03-1137
0.97,96.83,1.55,1.62,,6.65,27.345,90,18,225,11.5,1730.5,485.5,137.5,2660,31.7,14.78,1.29,42.24,4.75,5.25,1.87,89,1,0.385,2.72,88.5,1.195,3.8754787,7627,083-03-1138
1.995,95.17,3.23,1.6,,7.25,66.955,95.1,25,345.5,4,8189.5,661.5,160,3762,58.1,9.285,0.725,26.985,4.15,0.75,1.915,115,6,0.265,0.815,19,1.15,10.98128122,7628,083-03-1139
59.06666667,88.04,9.3,2.66,,3.533333333,26.80666667,20,67.83333333,21,4.333333333,485.3333333,200.6666667,89,162.6666667,8.613333333,7.526666667,0.833333333,3.026666667,10.33333333,69.66666667,0.426666667,49.33333333,2.666666667,0.343333333,1.166666667,302,0.403333333,2.488410471,7629,083-03-1140
90.72,,,,,3.65,15.315,21.4,70,20.5,4.5,233.5,167.5,69.5,126.5,7.865,9.05,1.075,3.415,10.1,68.5,0.375,60.5,1,0.315,0.795,201,0.275,1.463930348,7630,083-03-1141
0.22,99.08,0.275,0.645,,7.2,23.545,93.55,4.25,9,1.5,4172.5,55.5,13.5,96.5,88.825,2.45,0.195,2.07,4.2,2.25,0.395,28,2.5,0.17,0.2,6.5,1.35,82.42341137,7631,083-03-1142
0.345,99.07,0.215,0.715,,7.6,13.935,96.2,7,9.5,4,2533.5,44.5,16.5,73.5,90.87,2.7,0.305,2.31,3.8,0,0.27,29.5,3,0.16,0.515,17,1.355,58.36717949,7632,083-03-1143
0.96,96.39,2.365,1.245,,7.1,27.825,89.7,16,251,9.5,1302.5,500.5,167.5,3094.5,26.67,14.71,1.495,46.82,4.3,6,1.97,128.5,1,0.42,0.87,88.5,1.1,3.221087516,7633,083-03-1144
0.865,97.865,1.425,0.71,,7.1,7.015,90.45,16.5,16.5,66,990.5,113,17,85,71.36,13.34,0.605,5.125,4.3,5.25,0.6,133.5,1.5,0.1,1.01,70.5,1.21,9.052269988,7634,083-03-1145
7.845,94.45,4.16,1.39,,5.7,30.22,65.9,35,113.5,23.5,2581,279.5,27.5,74,57.61,6.91,0.22,1.15,6.35,27.75,0.75,165,1,0.23,2.005,58.5,0.9,15.81712474,7635,083-03-1146
1.27,99.245,0.09,0.665,,4.6,11.11,38.8,20.25,9,68.5,652.5,90.5,12,45.5,29.905,6.805,0.275,1.815,8.2,53,0.59,131,2,0.275,0.82,79.5,1.165,7.320502749,7636,083-03-1147
64.686,77.135,19.165,3.7,,3.54,51.692,20.08,68.7,64.4,10.4,364,395.2,73,1116,3.74,6.414,0.352,9.57,10.32,69.6,0.554,14.2,1,0.276,0.418,537.8,0.308,0.965334545,7637,083-03-1148
0.285,99.28,0.32,0.4,,5.3,2.13,57.2,5.75,13,7.5,129.5,33.5,10,53.5,32.49,13.235,1.185,10.215,6.8,36,0.585,15,1,0.165,0.325,126.5,1.225,4.05,7638,083-04-1130
3.98,96.69,1.9,1.41,,4.1,8.27,27.8,45,20,5,148,72,20,209,8.95,7.26,0.62,10.99,9.2,63,0.41,41,1,0.23,0.9,298,0.98,2.055555556,7639,083-04-1131
0.735,97.17,1.395,1.435,,5.15,3.4,55.9,13.25,13,3.5,171,41,8.5,29,33.74,15.245,0.875,5.875,7.1,37,0.555,13.5,1,0.365,0.405,57.5,1.22,3.991541965,7640,083-04-1132
2.663333333,88.14,9.235,2.625,,4.4,6.523333333,34.4,36.33333333,23.66666667,12.66666667,303,47.33333333,17.33333333,78.33333333,22.21666667,6.566666667,0.676666667,4.946666667,8.6,57,0.16,35.33333333,1.333333333,0.616666667,0.39,951.3333333,1.053333333,6.362223388,7641,083-04-1133
1.415,97.745,0.86,1.395,,5.05,4.005,50.7,22.75,6.5,2.5,250.5,54,12.5,23.5,33.05,13.255,1,3.345,7.3,42,0.525,30,2,0.35,1.305,94.5,1.205,4.436147186,7642,083-04-1134
0.285,97.305,1.36,1.335,,8.2,17.615,96.8,5.75,8,3,3217,62,17,92,91.25,3.015,0.26,2.26,3.2,0,0.245,26,4,0.495,0.555,16,1.345,54.57802847,7643,083-04-1135
0.19,97.475,1.13,1.395,,7.6,15.345,96.2,4,9,1.5,2725.5,62.5,12,133.5,88.535,3.565,0.215,3.87,3.8,0,0.29,19.5,2,0.1,0.2,2.5,1.375,43.52854583,7644,083-04-1136
